"filename", "language", "YAML", "C++", "Markdown", "JSON", "Swift", "HTML", "XML", "Dart", "Groovy", "Properties", "comment", "blank", "total"
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\notification\presentation\widgets\section_header.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 4, 45
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\onboarding\presentation\views\onboarding_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 5, 103
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\onboarding\presentation\widgets\custom_page_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 4, 55
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\onboarding\presentation\widgets\next_and_back_button_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 3, 33
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\onboarding\presentation\widgets\start_now_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 4, 50
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\data\car_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 2, 16
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\data\profile_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\views\profile_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 7, 119
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\widgets\car_item_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 6, 149
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\widgets\custom_elevated_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 4, 37
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\widgets\profile_tabs.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 10, 106
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\widgets\profile_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 4, 37
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\widgets\tab_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 5, 45
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\views\settings_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 3, 55
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\arrow_forward_icon_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\contact_us_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 4, 50
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\custom_card_settings_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 3, 56
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\dark_mode_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 3, 43
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\dark_mode_switch.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 3, 51
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\help_center_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 4, 45
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\image_with_name_and_email_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 3, 31
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\language_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 4, 44
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\language_switch.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 3, 43
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\logout_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 4, 45
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\name_and_email_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\notification_settings_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 4, 45
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\payment_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 4, 45
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\personal_details_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 3, 23
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\rent_history_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 4, 45
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\settings_and_preferences_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 4, 40
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\support_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 4, 37
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\views\about_tab_bar_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\widgets\current_location_with_distance_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 3, 44
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\widgets\image_of_current_vehicle_location.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 1, 6, 66
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\widgets\location_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 4, 47
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\widgets\owner_image_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 3, 36
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\widgets\owner_name_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 3, 34
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\widgets\rent_partner_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 3, 46
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\views\properities_tab_bar_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 4, 54
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\additional_image_gallery.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 3, 31
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\color_and_seats_no_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 3, 33
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\custom_container.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 3, 46
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\custom_text_and_icon_section_addetinal_technical_information.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 2, 33
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\gallary_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 5, 65
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\over_view_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 2, 70
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\vehicle_health_with_status_container.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 4, 42
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\views\review_tab_bar_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 4, 40
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\amount_rating_level.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 3, 15
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\rating_and_reviews_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 4, 29
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\rating_four_stars.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 4, 43
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\rating_graph_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 4, 33
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\rating_number_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 8, 4, 42
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\vehicles_details_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 1, 4, 119
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\widgets\bottom_navigation_bar_book_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 2, 44
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\widgets\bottom_navigation_bar_rental_price.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 2, 47
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\widgets\bottom_navigation_bar_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 2, 41
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\widgets\car_name_with_type_and_year_of_manifiction.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 2, 56
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\widgets\custom_icon_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 2, 54
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\widgets\custom_image_car.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 2, 42
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\widgets\tab_bar_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 7, 104
"e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\widgets\transmission_type_container.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 4, 38
"e:\Projects\P_Android_save\flutter project\aggar\lib\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 4, 4, 58
"e:\Projects\P_Android_save\flutter project\aggar\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 16
"e:\Projects\P_Android_save\flutter project\aggar\linux\flutter\generated_plugin_registrant.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"e:\Projects\P_Android_save\flutter project\aggar\linux\main.cc", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"e:\Projects\P_Android_save\flutter project\aggar\linux\my_application.cc", "C++", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 17, 26, 125
"e:\Projects\P_Android_save\flutter project\aggar\linux\my_application.h", "C++", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"e:\Projects\P_Android_save\flutter project\aggar\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 4, 19
"e:\Projects\P_Android_save\flutter project\aggar\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 4, 13
"e:\Projects\P_Android_save\flutter project\aggar\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Projects\P_Android_save\flutter project\aggar\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 1, 69
"e:\Projects\P_Android_save\flutter project\aggar\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 1, 344
"e:\Projects\P_Android_save\flutter project\aggar\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"e:\Projects\P_Android_save\flutter project\aggar\pubspec.yaml", "YAML", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 7, 121
"e:\Projects\P_Android_save\flutter project\aggar\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 10, 7, 31
"e:\Projects\P_Android_save\flutter project\aggar\web\index.html", "HTML", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 15, 5, 39
"e:\Projects\P_Android_save\flutter project\aggar\web\manifest.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"e:\Projects\P_Android_save\flutter project\aggar\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 15
"e:\Projects\P_Android_save\flutter project\aggar\windows\flutter\generated_plugin_registrant.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"e:\Projects\P_Android_save\flutter project\aggar\windows\runner\flutter_window.cpp", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"e:\Projects\P_Android_save\flutter project\aggar\windows\runner\flutter_window.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"e:\Projects\P_Android_save\flutter project\aggar\windows\runner\main.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"e:\Projects\P_Android_save\flutter project\aggar\windows\runner\resource.h", "C++", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"e:\Projects\P_Android_save\flutter project\aggar\windows\runner\utils.cpp", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"e:\Projects\P_Android_save\flutter project\aggar\windows\runner\utils.h", "C++", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"e:\Projects\P_Android_save\flutter project\aggar\windows\runner\win32_window.cpp", "C++", 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"e:\Projects\P_Android_save\flutter project\aggar\windows\runner\win32_window.h", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 55, 546, 13, 248, 58, 19, 470, 9476, 69, 9, 510, 1163, 12636
